he_word,en_word
פעימה,beat
הסתדרתי,i managed.
ממנת,from
הכתובות,the addresses
מפיץ,distributor
גוס,goose
שלושתם,all three of them
עורך-הדין,the lawyer
הבריון,the bully
תפרוץ,you will break out.
האוזר,hauser
יישבר,will break
קומנדו,commando
נפטרתי,i passed away.
וננסה,and we will try
טמפרטורה,temperature
אצלצל,i will call
חוטי,stringy
התהפך,turned over
צצה,popped up
חגיגי,festive
דחפה,push
הפסים,the stripes
רופאי,doctors
גנגסטרים,gangsters
אשליות,illusions
למגע,to the touch
ארלו,arlo
תבורך,blessed be
המלחמות,the wars
לאיד,laid
נצטרף,we will join.
להמראה,for takeoff
שאביה,her father
הנוראיים,the terrible ones
חוג,circle
להסב,to convert
הפנתרים,the Panthers
פקידת,clerk
מצלצלים,specie
בטבעת,in the ring
שכנעה,convinced
הגברי,the male
בכבלים,cable
נאומים,speeches
טרייס,trace
העמדות,standing
הניחה,she assumed
זמנכם,your time
לחנך,educate
מהתא,from the cell
יבוצע,will be carried out
ערוצים,channels
התחממות,warming
התנצל,apologize
ותספר,and tell
חקלאי,agricultural
v,v
תעמולה,propaganda
סארי,surrey
ארג,fabric
ואנג,wang
יעודד,will encourage
שתשלם,you will pay.
גריז,grease
משתפת,shares
עמדתך,your position
הפרחח,the brat
גרמנו,we caused
לאסון,to disaster
פגיון,dagger
קומוניסט,communist
הפיננסי,the financial
משפחתיות,family
להמיר,convert
וגב,and back
הרשתות,the networks
וסדר,and order
באירועים,at events
מעידים,testify
ברנר,brenner
מוסמכת,certified
פירוק,dismantling
עימם,with them
שהשגנו,that we achieved
כחברה,as a company
ביטלה,cancelled
ראווה,showcase
אביגייל,abigail
זירה,arena
תגור,you will live.
סמויים,hidden
כירורגית,surgical
המוקדם,the earliest
דואי,douai
טינופת,filth
אלומיניום,aluminum
ססיליה,cecilia
לוחשת,whispering
שתבואו,come.
ואחותך,and your sister
מצפן,compass
ה-4,the 4th
וליאנה,and Liana
כמרים,priests
time,time
דאגתך,your concern
זמן-מה,for a while
טיפלו,treated
בדיבורים,in conversation
להוליווד,to Hollywood
מצור,siege
זרקי,throw
השושלת,the dynasty
שאזמין,i will order
התאוששות,recovery
משתלטים,taking over
קיפ,kip
תיפתח,will open
החן,the grace
מחוזי,district
בספינת,on the ship
זיוה,ziva
שתחזרו,come back.
מחזק,grip
סמנת,samantha
מסילת,railway
לשונך,to your tongue
למערה,to the cave
בהצבעה,by vote
שיחררו,released
המונים,crowds
פלי,fly
ועליך,and you too
לחמישה,for five
אינספור,countless
הכימיה,chemistry
שינסה,will try
הבכי,the cry
הצטרפה,joined
גריפית,griffith
שידוך,matchmaking
ששברת,you broke
אורורה,aurora
אזמל,chisel
dd,dd
מפונק,pampered
ממועדון,from a club
שימור,conservation
לסם,for the drug
ללאס,to Las
נגזר,derived
דפוסי,patterns
בלאנש,blanche
הפראי,the wild one
בעיצוב,in design
כוורת,hive
פיני,finnish
ואנסה,i will try
מאנינג,manning
סלסט,celeste
לצפייה,to watch
לסיאטל,to Seattle
who,who
האומלל,the unfortunate
לאיימי,to Amy
שאלמד,will learn
מהמופע,from the show
הווידוי,the confession
המגוחך,the ridiculous
בהבדל,by difference
אצביע,i will vote.
הרמוני,harmonic
התקוות,hopes
שינינו,we changed
פרסה,horseshoe
לבעלים,for the owner
סייג,disclaimer
כשניסיתי,when I tried
פיתחתי,i developed
החיסונית,the immune system
העכברוש,the rat
הארדיסון,hardison
בהמון,in the crowd
חיישן,sensor
הרך,the soft
שבנך,your son
וחשבת,and you thought
הקרון,the carriage
תחשוף,reveal
דיפלומטית,diplomatic
פנימיות,boarding schools
שיקראו,let them read
מהסס,hesitant
שלובש,who wears
נובאק,novak
אלמנט,element
האיטי,haiti
גוססים,dying
חדרה,hadera
אגודל,thumb
סצנת,scene
להסוות,disguise
סקירה,review
קליפ,clip
יחסל,will eliminate
הענקת,granting
נפילת,fall
חובשים,paramedics
מפוצצים,exploding
בולע,swallow
תבלע,swallow
שירתתי,i served
שתשתמש,that you use
הוידיאו,the video
כשראית,when you saw
ויזה,visa
אוזניות,headphones
בביוב,in the sewer
בקובה,in Cuba
הזהירות,caution
לליגה,to the league
הוויכוח,the debate
מכאב,from pain
וכתוצאה,and as a result
ושאנחנו,and that we
לזרים,for foreigners
וכמוני,and like me
והאחרון,and the last one
השלבים,the steps
יאבדו,will be lost
בפרברים,in the suburbs
דמיטרי,dmitry
לגודל,for size
היפנית,japanese
רדיואקטיבי,radioactive
דוקטורט,doctorate
רעילה,toxic
במשקה,in a drink
סקסיות,sexy
רומנטיים,romantic
מרדים,anesthetic
קמים,getting up
ומתוק,and sweet
ממציאים,inventors
נפצעתי,i was injured.
האבולוציה,evolution
האשימו,blame
אולף,olaf
נמכרו,sold
הכת,the cult
בידה,bidet
המעונות,the dormitory
האלפים,the Alps
פילדס,fields
מזדהה,identifying
המדהימים,the amazing
לסנט,to Saint
לבתך,for your daughter
פרידמן,friedman
מהגיהנום,from hell
שריקה,whistle
מקורקע,grounded
למפרץ,to the bay
לציפורניים,for nails
לאיחוד,for the union
גרעיניים,nuclear
מקדיש,dedicates
בשינוי,in change
מהטלוויזיה,from the TV
רני,rani
תרגם,translate
פלאזה,plaza
הפסולת,the waste
מנזר,monastery
טילמן,tillman
למארק,to Mark
מזוייפת,fake
רורק,rourke
התופים,the drums
להבות,flames
מאזן,balance
דאק,duck
ואשתך,and your wife
מהכוכב,from the star
בחובות,in debt
מריצה,wheelbarrow
תסמכו,trust me.
מעצם,from the very beginning
מדבקת,sticker
הרכיבה,the ride
הפוגה,respite
מוז,moose
פתקים,notes
מציקה,bullying
להצלת,to the rescue
המשתמש,the user
אלבה,alba
בששת,at six
בדמיון,in imagination
סאנג,sang
ניצלנו,we survived.
שכרנו,we rented
מסוחרר,giddy
שאחשוב,i will think.
אישורי,my approvals
מאושרות,happy
התנדבתי,i volunteered.
ידם,their hand
מדמואזל,mademoiselle
אתנצל,i will be saved.
כשהגיע,when he arrived
שוחים,swimming
מובנים,built-in
האמתי,the real one
מגשר,bridge
סופרנו,soprano
לערוץ,to the channel
בחליפת,in a suit
לאחיות,for nurses
נחלש,weakened
ויצאתי,and I left.
שהתנהגתי,that I behaved
סיכנתי,i risked
בהצהרה,in a statement
פטל,raspberry
והתשובה,and the answer
להחרים,boycott
טלר,teller
מבואס,bored
שתשנה,that you change
ולשנות,and change
גא,proud
מהקורבנות,from the victims
יאסוף,will collect
מחברות,notebooks
מהכול,of all
כיסים,pockets
לגבולות,to the borders
האת,shovel
המפעיל,the operator
גיליתם,you discovered
ב-1,on 1
תועה,stray
הקפוא,the frozen
קומת,floor
האוזניות,the headphones
שאנה,shana
לחומה,to the wall
מזרן,mattress
יי.אר,y.R.
מעולף,overlaid
שאינכם,that you are not
בקומת,on the floor
משיח,messiah
טרסה,terrace
עסקיים,business
להצלה,to the rescue
תבגוד,betrayal
קריטית,critical
כוחותיו,his powers
שנבחר,chosen
תחקיר,debriefing
האג,the Hague
הילוכים,gears
did,did
בינגם,bingham
מפלגת,party
סוויטה,suite
בהפסקת,during the break
קפדנית,strict
אעקוב,i will follow.
פאקו,paco
וקרוב,and close
כיבוש,conquest
לפתרון,for solution
טוויסט,twist
לזעזע,shock
מהבעיה,from the problem
תשליך,throw away
המחויבות,the commitment
החידה,the riddle
תתרגש,get excited.
לחגורה,for the belt
צווארך,your neck
הסוטה,the pervert
בהסגר,in quarantine
יתקבל,will be accepted
בבולטימור,in Baltimore
לפשעים,for crimes
וחזור,and repeat
יעילים,effective
.אז,.then
להידבק,to become infected
מסובבת,rotating
פעלה,operated
לראשי,to my head
דרושה,required
מהבולשת,from the FBI
יפיוף,beautiful
בשמירה,in custody
הקדמתי,i advanced.
המבוקשים,the wanted
מגפי,boots
גט,divorce
טרחת,you bothered
הגיבורה,the heroine
שופך,pouring
וחמוד,and cute
למחות,protest
נגינת,music
סוציופת,sociopath
מהנסיעה,from the trip
מסוממים,drugged
ניצלה,saved
באנשי,banshee
ימשך,will continue
העקב,the heel
רועשת,noisy
יספרו,they will tell
הסתבכתי,i got into trouble.
סטיואי,stewie
טכניקת,technique
התלבושות,the costumes
האודישן,the audition
שלגיה,snow White
מתקדמות,advanced
אימוני,training
מטאפורה,metaphor
לניירות,for papers
קפרי,capri
לקורס,for the course
היפי,hippie
ויי,wei
כוחך,your strength
שתעמוד,to stand
מהשוטרים,from the police
תערב,you will intervene.
בעזרתו,with his help
השבר,the fracture
לסטיב,to Steve
המוזרות,the strangeness
מתנצלים,apologies
יחסוך,will save
בשימוע,at the hearing
המועמדות,the candidacy
הדובדבן,the cherry
עצתך,your advice
ומתברר,and it turns out
תספור,count
המחאות,protests
בהחלטה,in the decision
סנ,sen
תיגש,come closer.
באבי,my father
גרוס,gross
בהגינות,fairly
מקדונלדס,mcDonald's
בברזיל,in Brazil
להבא,for the future
לשד,marrow
יכיר,will recognize
עצלנים,sloths
גופן,font
מזיינת,fucking
קביל,acceptable
פציעת,injury
בהתקפה,on the attack
בונו,bono
וליצור,and create
מורכבות,complexity
שתצטרף,that you join
למחלה,for the disease
אורסולה,ursula
המסטיק,the chewing gum
נבואה,prophecy
בית-המשפט,the court
האורחת,the guest
וספר,and a book
וחזר,and returned
המותג,the brand
גורו,guru
שהשתמשתי,that I used
גומרת,you finish.
בנושאים,on topics
וקול,and voice
הסתכלנו,we looked
בהצטיינות,with honors
במאמץ,with effort
המהנדס,the engineer
בינלאומיים,international
נדיבות,generosity
מהאוכל,from the food
העמוקה,the deep
תנהגי,drive
מפריז,from Paris
וממה,and from what?
התמוטטה,collapsed
שרוי,soaked
מהילדות,from childhood
להתגייס,to enlist
צמחונית,vegetarian
מקודש,sacred
אבשל,i will cook.
ועדה,committee
נשואות,married
לתקופת,for the period
היומית,daily
היוונים,the Greeks
הכבאים,the firefighters
השמרטפית,the babysitter
מאלי,mali
ביכולתי,in my ability
דאגו,take care
שאאבד,i will lose
הכנסו,enter
תפקידנו,our role
הלא-נכון,the wrong one
שנתנה,gave
תתגעגע,you will miss me.
בשיטה,in the method
שלטים,signs
פשט,easy
ארת,art
קנייה,buying
העיכול,digestion
מפרצת,aneurysm
כלשהיא,somehow
אזלו,sold out
המיוחדות,the specials
בולים,stamps
המרפק,the elbow
להכנת,for preparation
צונח,falling
כזוג,as a couple
להחדיר,instill
מחוייב,committed
